pathway_name,pathway_source,num_overlapping_genes,overlapping_genes,num_all_pathway_genes,P_genes,Q_genes,num_overlapping_metabolites,overlapping_metabolites,num_all_pathway_metabolites,P_metabolites,Q_metabolites,P_joint,Q_joint
Senescence and Autophagy in Cancer,Wikipathways,5,PLAU;SRC;IL6ST;CDKN1A;ATG16L1,106 (106),0.52,1,1,HMDB0010139#HMDB0010126#HMDB0010083#HMDB0009947#HMDB0009779#HMDB0010131#HMDB0010106#HMDB0010107#HMDB0010142#HMDB0010049#HMDB0010050#HMDB0010058#HMDB0010096#HMDB0010097#HMDB0010084#HMDB0009970#HMDB0010138#HMDB0010135#HMDB0010134#HMDB0010146#HMDB0010145,1 (1),0.107,1,0.217,1
Sterols are 12-hydroxylated by CYP8B1,Reactome,1,CYP8B1,2 (2),0.0878,0.74,1,HMDB0001993,9 (12),0.64,1,0.218,1
Lidocaine (Local Anaesthetic) Action Pathway,SMPDB,2,CYP1A2;CACNB1,31 (31),0.408,1,5,HMDB0060679;HMDB0060678;HMDB0014426;HMDB0060655;HMDB0060656,26 (26),0.139,1,0.219,1
Retinol metabolism - Homo sapiens (human),KEGG,5,CYP1A2;ALDH1A1;ADH7;RETSAT;RDH11,68 (68),0.189,1,3,HMDB0006216;HMDB0006217;HMDB0006285#HMDB0006280,18 (25),0.303,1,0.221,1
Protein methylation,Reactome,3,HSPA8;CALM3;ETFBKMT,20 (20),0.0581,0.63,0,,2 (2),1,1,0.224,1
dermatan sulfate degradation (metazoa),HumanCyc,1,HEXB,7 (7),0.275,1,10,HMDB0035312;HMDB0013112;HMDB0001399;HMDB0012254;HMDB0001178;HMDB0001296;HMDB0003213;HMDB0000290;HMDB0001262;HMDB0003553,70 (131),0.212,1,0.224,1
RAS and bradykinin pathways in COVID-19,Wikipathways,3,CPN1;KLKB1;KNG1,28 (28),0.129,0.873,2,HMDB0001043;HMDB0000876,14 (16),0.453,1,0.224,1
Switching of origins to a post-replicative state,Reactome,5,ORC4;UBE2C;CCNA2;ORC2;MCM6,47 (47),0.0584,0.63,0,,2 (3),1,1,0.224,1
IL6-mediated signaling events,PID,5,MAP2K6;CRP;FGG;IL6ST;SOCS3,47 (47),0.0584,0.63,0,,2 (2),1,1,0.224,1
PCP/CE pathway,Reactome,5,FZD1;RAC3;FZD4;FZD6;FZD5,47 (47),0.0584,0.63,0,,6 (8),1,1,0.224,1
Caloric restriction and aging,Wikipathways,2,PPARGC1A;NAMPT,9 (9),0.0587,0.63,0,,3 (3),1,1,0.225,1
retinoate biosynthesis I,HumanCyc,2,ALDH1A1;RBP1,9 (9),0.0587,0.63,0,,5 (6),1,1,0.225,1
Regulation of FOXO transcriptional activity by acetylation,Reactome,2,FOXO3;FOXO4,9 (9),0.0587,0.63,0,,4 (6),1,1,0.225,1
NR1H2 & NR1H3 regulate gene expression linked to lipogenesis,Reactome,2,SREBF1;SCD,9 (9),0.0587,0.63,0,,3 (4),1,1,0.225,1
Mammary gland development pathway - Pregnancy and lactation (Stage 3 of 4),Wikipathways,4,ERBB3;GJB2;CCND1;PRLR,33 (33),0.0588,0.63,0,,2 (3),1,1,0.225,1
Resolution of D-loop Structures through Holliday Junction Intermediates,Reactome,4,SLX4;BLM;EME2;RAD50,33 (33),0.0588,0.63,0,,4 (7),1,1,0.225,1
Activation of the pre-replicative complex,Reactome,4,ORC4;ORC2;CDC7;MCM6,33 (33),0.0588,0.63,0,,3 (5),1,1,0.225,1
EPHA forward signaling,PID,4,SRC;EPHA4;EPHA3;NGEF,33 (33),0.0588,0.63,0,,2 (2),1,1,0.225,1
Longevity regulating pathway - multiple species - Homo sapiens (human),KEGG,6,CRYAB;FOXO3;HSPA8;ADCY9;IRS2;PRKAB1,62 (62),0.0588,0.63,0,,2 (2),1,1,0.225,1
AGE-RAGE signaling pathway in diabetic complications - Homo sapiens (human),KEGG,1,CCND1,100 (100),0.99,1,2,HMDB0004949;HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,4 (9),0.0594,1,0.226,1
Composition of Lipid Particles,Wikipathways,0,,4 (4),1,1,2,HMDB0000067;HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741,4 (10),0.0594,1,0.227,1
SARS-CoV-2 and COVID-19 Pathway,Wikipathways,0,,3 (3),1,1,2,HMDB0000693;HMDB0000067,4 (5),0.0594,1,0.227,1
anandamide degradation,HumanCyc,0,,2 (2),1,1,2,HMDB0004080;HMDB0001043,4 (4),0.0594,1,0.227,1
Axon guidance,Reactome,20,HSPA8;SEMA7A;EPHA4;DNM3;RHOC;PLXNA3;LIMK2;CACNA1D;FES;CACNB1;CACNA1H;PLXNA1;GFRA1;GFRA3;NRCAM;IRS2;SRC;NGEF;EPHA3;EPHB1,356 (356),0.179,0.99,2,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0000123,11 (17),0.334,1,0.228,1
Propanoate metabolism - Homo sapiens (human),KEGG,4,ACACB;ACSS2;ECHDC1;ACAT2,34 (34),0.0643,0.675,2,HMDB0000863;HMDB0000820,38 (48),0.927,1,0.228,1
G-protein mediated events,Reactome,2,CALM3;ADCY9,55 (55),0.714,1,4,HMDB0012108#HMDB0010408#HMDB0010404#HMDB0010403#HMDB0010402#HMDB0010401#HMDB0010398#HMDB0010392#HMDB0010391#HMDB0010390#HMDB0010381#HMDB0010382#HMDB0010383#HMDB0010384#HMDB0010387#HMDB0010375;HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0001043;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304,16 (17),0.0837,1,0.228,1
Histidine metabolism,EHMN,4,HAL;SLC1A3;HARS2;CNDP1,35 (35),0.0702,0.703,3,HMDB0004181;HMDB0000123;HMDB0033934,43 (45),0.856,1,0.229,1
insulin,INOH,7,FOXO3;PPP2R1B;PPP2R3A;IRS2;PPP2R5D;FOXO4;PRKAB1,78 (78),0.0604,0.646,0,,4 (5),1,1,0.23,1
Splicing factor NOVA regulated synaptic proteins,Wikipathways,2,SNW1;CAV2,42 (42),0.568,1,1,HMDB0010139#HMDB0010126#HMDB0010083#HMDB0009947#HMDB0009779#HMDB0010131#HMDB0010106#HMDB0010107#HMDB0010142#HMDB0010049#HMDB0010050#HMDB0010058#HMDB0010096#HMDB0010097#HMDB0010084#HMDB0009970#HMDB0010138#HMDB0010135#HMDB0010134#HMDB0010146#HMDB0010145,1 (1),0.107,1,0.231,1
The citric acid (TCA) cycle and respiratory electron transport,Reactome,12,MT-CO1;MT-CO2;ME3;MT-CYB;MT-ATP6;PDK4;MT-ND1;MT-ND2;MT-ND3;MT-ND4;MT-ND5;MT-ND6,162 (162),0.061,0.65,0,,46 (59),1,1,0.232,1
GPCR signaling-cholera toxin,INOH,18,FZD1;FZD4;ADCY9;FASLG;DBI;GDF10;TNFSF10;ADORA2B;INHBC;NRG1;FZD5;FZD6;FGF21;IL7;KNG1;IHH;IL18;NRG4,270 (270),0.0612,0.651,0,,4 (4),1,1,0.232,1
Cortisol synthesis and secretion - Homo sapiens (human),KEGG,5,CACNA1D;CACNA1H;CYP17A1;CREB3L3;ADCY9,65 (65),0.167,0.962,2,HMDB0000067;HMDB0000015,12 (12),0.374,1,0.235,1
Biotin metabolism - Homo sapiens (human),KEGG,0,,3 (3),1,1,3,HMDB0003581;HMDB0240687;HMDB0003134,9 (28),0.0629,1,0.237,1
Lysine catabolism,Reactome,2,SLC25A21;AASS,12 (12),0.0986,0.8,3,HMDB0012130;HMDB0033934;HMDB0000279,30 (32),0.64,1,0.237,1
Vitamin B12 metabolism,Wikipathways,5,SAA4;CRP;F7;LRP2;MAT1A,51 (51),0.0775,0.724,4,HMDB0000067;HMDB0003208;HMDB0000244;HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741,51 (61),0.814,1,0.237,1
Regulation of TP53 Activity,Reactome,12,BLM;MDM4;CCNG1;MAP2K6;PPP2R1B;TP73;CDK1;HUS1;CCNA2;PRKAB1;ATRIP;RAD50,163 (163),0.0633,0.669,0,,11 (15),1,1,0.238,1
Methionine De Novo and Salvage Pathway,Wikipathways,3,IL4I1;SMS;MAT1A,21 (21),0.0656,0.677,2,HMDB0033934;HMDB0000043,47 (48),0.969,1,0.239,1
ABO blood group biosynthesis,Reactome,1,FUT1,3 (3),0.129,0.873,1,HMDB0000304,6 (15),0.494,1,0.239,1
Signaling by PTK6,Reactome,5,ERBB3;CCND1;NRG1;NRG4;SOCS3,54 (54),0.0938,0.773,1,HMDB0001547,10 (10),0.679,1,0.239,1
Signaling by Non-Receptor Tyrosine Kinases,Reactome,5,ERBB3;CCND1;NRG1;NRG4;SOCS3,54 (54),0.0938,0.773,1,HMDB0001547,10 (10),0.679,1,0.239,1
Ferroptosis,Wikipathways,4,ACSL3;CP;TFRC;SAT1,40 (40),0.103,0.826,2,HMDB0011130;HMDB0001043,19 (29),0.621,1,0.24,1
RAF activation,Reactome,4,CALM3;PPP2R5D;SRC;PPP2R1B,34 (34),0.0643,0.675,0,,6 (6),1,1,0.241,1
Extension of Telomeres,Reactome,5,GAR1;CCNA2;DSCC1;TEN1;BLM,51 (51),0.0775,0.724,1,HMDB0001342,16 (20),0.838,1,0.243,1
Sphingolipid de novo biosynthesis,Reactome,3,SGPP1;PLPP3;PPM1L,41 (41),0.279,1,5,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0004949;HMDB0013462#HMDB0012103#HMDB0012092;HMDB0008843#HMDB0009152#HMDB0009150#HMDB0009363#HMDB0009557#HMDB0009556#HMDB0009571#HMDB0008976#HMDB0008974;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304,31 (35),0.234,1,0.243,1
Imatinib and Chronic Myeloid Leukemia,Wikipathways,3,FLT1;FOXO3;GADD45A,21 (21),0.0656,0.677,0,,2 (2),1,1,0.244,1
G1/S DNA Damage Checkpoints,Reactome,3,CCNA2;CDKN1A;MDM4,21 (21),0.0656,0.677,0,,2 (3),1,1,0.244,1
Regulation of FZD by ubiquitination,Reactome,3,FZD4;FZD6;FZD5,21 (21),0.0656,0.677,0,,1 (1),1,1,0.244,1
CTLA4 inhibitory signaling,Reactome,3,PPP2R5D;SRC;PPP2R1B,21 (21),0.0656,0.677,0,,4 (4),1,1,0.244,1
ERK/MAPK targets,Reactome,3,PPP2R5D;DUSP4;PPP2R1B,21 (21),0.0656,0.677,0,,4 (4),1,1,0.244,1
Semaphorin interactions,Reactome,6,FES;RHOC;PLXNA3;PLXNA1;SEMA7A;LIMK2,64 (64),0.0667,0.684,0,,6 (6),1,1,0.247,1
Validated nuclear estrogen receptor alpha network,PID,6,PHB2;XBP1;PRDM15;COL18A1;KLRC3;CCND1,64 (64),0.0667,0.684,0,,1 (1),1,1,0.247,1
sphingosine and sphingosine-1-phosphate metabolism,HumanCyc,1,SGPP1,9 (9),0.339,1,6,HMDB0004949;HMDB0000944;HMDB0003073;HMDB0001388;HMDB0001043;HMDB0002183,37 (59),0.199,1,0.249,1
Retrograde transport at the Trans-Golgi-Network,Reactome,5,VPS51;STX16;RHOBTB3;VPS52;ARFIP2,49 (49),0.0676,0.691,0,,6 (6),1,1,0.25,1
Acyl chain remodelling of PE,Reactome,1,PLA2G4B,29 (29),0.736,1,2,HMDB0008843#HMDB0009152#HMDB0009150#HMDB0009363#HMDB0009557#HMDB0009556#HMDB0009571#HMDB0008976#HMDB0008974;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304,5 (13),0.0922,1,0.25,1
Nanoparticle triggered autophagic cell death,Wikipathways,1,ATG16L1,22 (22),0.636,1,1,HMDB0011600,1 (1),0.107,1,0.251,1
EPH-Ephrin signaling,Reactome,6,NGEF;LIMK2;SRC;EPHA4;EPHA3;EPHB1,74 (74),0.114,0.856,1,HMDB0000123,8 (10),0.597,1,0.252,1
Alzheimer disease - Homo sapiens (human),KEGG,23,FZD1;FZD4;FZD6;CACNA1D;MT-ATP6;MT-CO1;MT-CO2;MT-CYB;CALM3;MAPT;FZD5;MT-ND1;MT-ND2;MT-ND3;MT-ND4;MT-ND4L;MT-ND5;MT-ND6;NDUFA4L2;XBP1;IRS2;MME;TUBB2A,369 (369),0.0701,0.703,0,,9 (16),1,1,0.256,1
Resolution of D-Loop Structures,Reactome,4,SLX4;BLM;EME2;RAD50,35 (35),0.0702,0.703,0,,4 (7),1,1,0.257,1
RET signaling,Reactome,4,GFRA3;SRC;IRS2;GFRA1,35 (35),0.0702,0.703,0,,2 (2),1,1,0.257,1
Clathrin-mediated endocytosis,Reactome,9,FZD4;DNM3;STON1;HSPA8;CD3G;SH3GL3;CD4;LRP2;TFRC,142 (142),0.188,1,2,HMDB0000067;HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741,12 (17),0.374,1,0.257,1
phosphatidylcholine biosynthesis pathway,BioCarta,1,CHKA,3 (3),0.129,0.873,1,HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304,7 (8),0.549,1,0.258,1
Association Between Physico-Chemical Features and Toxicity Associated Pathways,Wikipathways,6,FZD1;FZD4;FZD6;CDKN1A;FZD5;SRC,65 (65),0.0708,0.703,0,,9 (9),1,1,0.258,1
Kaposi sarcoma-associated herpesvirus infection - Homo sapiens (human),KEGG,7,CDKN1A;CALM3;IRF3;MAP2K6;CCND1;IL6ST;SRC,193 (193),0.769,1,2,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0008843#HMDB0009152#HMDB0009150#HMDB0009363#HMDB0009557#HMDB0009556#HMDB0009571#HMDB0008976#HMDB0008974,5 (5),0.0922,1,0.258,1
AKT phosphorylates targets in the nucleus,Reactome,2,FOXO3;FOXO4,10 (10),0.0713,0.703,0,,2 (2),1,1,0.26,1
PI3K events in ERBB4 signaling,Reactome,2,NRG1;NRG4,10 (10),0.0713,0.703,0,,3 (4),1,1,0.26,1
Activation of PPARGC1A (PGC-1alpha) by phosphorylation,Reactome,2,PPARGC1A;PRKAB1,10 (10),0.0713,0.703,0,,3 (3),1,1,0.26,1
MASTL Facilitates Mitotic Progression,Reactome,2,CDK1;PPP2R1B,10 (10),0.0713,0.703,0,,2 (2),1,1,0.26,1
Synthesis and degradation of ketone bodies - Homo sapiens (human),KEGG,2,HMGCS1;ACAT2,10 (10),0.0713,0.703,0,,6 (6),1,1,0.26,1
GPCR Dopamine D1like receptor,INOH,5,CACNA1D;PPP2R5D;PPP2R3A;CACNB1;PPP2R1B,50 (50),0.0725,0.703,0,,4 (4),1,1,0.263,1
Fc gamma R-mediated phagocytosis - Homo sapiens (human),KEGG,5,ASAP3;PLA2G4B;LAT;PLPP3;LIMK2,96 (97),0.433,1,2,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0001043,7 (8),0.168,1,0.263,1
miRNA regulation of DNA damage response,Wikipathways,8,CDKN1A;CCNG1;SESN1;GADD45A;CCND1;CDK1;ATRIP;RAD50,98 (98),0.0731,0.703,0,,1 (2),1,1,0.264,1
Metabolism of polyamines,Reactome,2,SMS;SAT1,13 (13),0.113,0.856,2,HMDB0001276;HMDB0001186,20 (20),0.649,1,0.265,1
Glycerolipids and Glycerophospholipids,Wikipathways,3,CHKB;PEMT;PTDSS2,22 (22),0.0736,0.703,0,,10 (11),1,1,0.266,1
Signaling by ERBB2 TMD/JMD mutants,Reactome,3,ERBB3;NRG1;NRG4,22 (22),0.0736,0.703,0,,5 (6),1,1,0.266,1
Interleukin-6 family signaling,Reactome,3,CLCF1;IL6ST;SOCS3,22 (22),0.0736,0.703,0,,2 (2),1,1,0.266,1
Cellular roles of Anthrax toxin,PID,3,CALM3;MAP2K6;IL18,22 (22),0.0736,0.703,0,,4 (4),1,1,0.266,1
Death Receptor Signalling,Reactome,8,FGD2;NET1;ECT2;TNFSF10;FASLG;ARHGEF37;ARHGEF3;NGEF,134 (134),0.254,1,2,HMDB0004949;HMDB0013462#HMDB0012103#HMDB0012092,10 (12),0.292,1,0.267,1
Male infertility,Wikipathways,9,PEMT;REC8;FASLG;UBD;NFE2L2;CYP17A1;SIRPA;MLH3;CCNT2,145 (145),0.204,1,1,HMDB0014936,4 (4),0.365,1,0.268,1
insulin Mam,INOH,7,FOXO3;PPP2R1B;PPP2R3A;IRS2;PPP2R5D;FOXO4;PRKAB1,82 (82),0.0749,0.711,0,,6 (7),1,1,0.269,1
Mitochondrial Fatty Acid Beta-Oxidation,Reactome,4,DBI;ACOT9;MECR;ACSF2,36 (37),0.0763,0.717,2,HMDB0062259;HMDB0003944,53 (66),0.983,1,0.269,1
Integrin cell surface interactions,Reactome,6,F11R;FGA;FGB;COL18A1;ITGB7;FGG,66 (66),0.0751,0.711,0,,1 (2),1,1,0.269,1
Gamma-glutamyl-transpeptidase deficiency,SMPDB,2,GGCT;ANPEP,11 (11),0.0846,0.736,1,HMDB0000123,20 (22),0.898,1,0.272,1
5-oxoprolinase deficiency,SMPDB,2,GGCT;ANPEP,11 (11),0.0846,0.736,1,HMDB0000123,20 (22),0.898,1,0.272,1
Gamma-Glutamyltransferase Deficiency,SMPDB,2,GGCT;ANPEP,11 (11),0.0846,0.736,1,HMDB0000123,20 (22),0.898,1,0.272,1
Glutathione Metabolism,SMPDB,2,GGCT;ANPEP,11 (11),0.0846,0.736,1,HMDB0000123,20 (22),0.898,1,0.272,1
Glutathione Synthetase Deficiency,SMPDB,2,GGCT;ANPEP,11 (11),0.0846,0.736,1,HMDB0000123,20 (22),0.898,1,0.272,1
5-Oxoprolinuria,SMPDB,2,GGCT;ANPEP,11 (11),0.0846,0.736,1,HMDB0000123,20 (22),0.898,1,0.272,1
Trk receptor signaling mediated by PI3K and PLC-gamma,PID,4,SRC;CCND1;TRPV1;FOXO3,36 (36),0.0763,0.717,0,,3 (3),1,1,0.273,1
RHOBTB GTPase Cycle,Reactome,4,STK38;TRA2B;CPSF7;DDX39B,36 (36),0.0763,0.717,0,,1 (1),1,1,0.273,1
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human),KEGG,1,FUT1,27 (27),0.711,1,1,HMDB0006734,1 (54),0.107,1,0.273,1
Neurodegeneration with brain iron accumulation (NBIA) subtypes pathway,Wikipathways,2,CP;ATG16L1,44 (44),0.594,1,2,HMDB0004949;HMDB0013462#HMDB0012103#HMDB0012092,6 (23),0.129,1,0.273,1
p75 NTR receptor-mediated signalling,Reactome,6,FGD2;NET1;ECT2;ARHGEF37;ARHGEF3;NGEF,96 (96),0.262,1,2,HMDB0004949;HMDB0013462#HMDB0012103#HMDB0012092,10 (11),0.292,1,0.273,1
Heme signaling,Reactome,1,NPAS2,20 (20),0.601,1,2,HMDB0000067;HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741,6 (10),0.129,1,0.275,1
TP53 Regulates Transcription of Cell Cycle Genes,Reactome,5,BTG2;CDKN1A;GADD45A;CCNA2;CDK1,51 (51),0.0775,0.724,0,,2 (2),1,1,0.276,1
Tight junction - Homo sapiens (human),KEGG,12,F11R;OCLN;CACNA1D;MPP4;AMOT;PPP2R1B;CCND1;CLDN4;CLDN1;SRC;PRKAB1;NEDD4L,169 (169),0.0783,0.729,0,,1 (1),1,1,0.278,1
Assembly of collagen fibrils and other multimeric structures,Reactome,4,CTSL;LOX;COL18A1;COL8A1,47 (47),0.159,0.962,1,HMDB0033934,6 (7),0.494,1,0.278,1
Acute viral myocarditis,Wikipathways,5,CD4;RAC3;SRC;CCND1;DFFB,78 (78),0.272,1,1,HMDB0003213,3 (7),0.289,1,0.278,1
Androgen and estrogen biosynthesis and metabolism,EHMN,3,CYP1A2;SRD5A1;ARSB,87 (87),0.755,1,9,HMDB0000234;HMDB0000899;HMDB0000145;HMDB0002829;HMDB0004484;HMDB0000343;HMDB0000077;HMDB0003769;HMDB0000313#HMDB0000335,53 (62),0.108,1,0.285,1
Synthesis of very long-chain fatty acyl-CoAs,Reactome,3,ACSF3;ELOVL2;ACSL3,24 (24),0.0906,0.751,1,HMDB0001043,20 (27),0.898,1,0.285,1
Nucleotide salvage,Reactome,3,TYMP;UPP2;AMPD2,23 (23),0.0819,0.736,1,HMDB0000195,44 (45),0.994,1,0.285,1
RHOBTB1 GTPase cycle,Reactome,3,STK38;TRA2B;CPSF7,23 (23),0.0819,0.736,0,,1 (1),1,1,0.287,1
glucocorticoid biosynthesis,HumanCyc,1,CYP17A1,3 (3),0.129,0.873,1,HMDB0000015,9 (9),0.64,1,0.288,1
Vitamin digestion and absorption - Homo sapiens (human),KEGG,0,,24 (24),1,1,6,HMDB0003134;HMDB0000244;HMDB0000067;HMDB0030020;HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741;HMDB0000876,29 (39),0.0826,1,0.289,1
Wnt signaling in kidney disease,Wikipathways,4,FZD1;FZD4;FZD6;FZD5,37 (37),0.0826,0.736,0,,1 (1),1,1,0.289,1
HDR through Single Strand Annealing (SSA),Reactome,4,BLM;HUS1;ATRIP;RAD50,37 (37),0.0826,0.736,0,,2 (3),1,1,0.289,1
DNA Replication Pre-Initiation,Reactome,4,ORC4;ORC2;CDC7;MCM6,37 (37),0.0826,0.736,0,,3 (5),1,1,0.289,1
NCAM1 interactions,Reactome,4,CACNA1D;CACNA1H;GFRA1;CACNB1,37 (37),0.0826,0.736,0,,1 (3),1,1,0.289,1
NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux,Reactome,4,PLTP;ABCG8;EEPD1;TBL1XR1,37 (37),0.0826,0.736,0,,3 (4),1,1,0.289,1
Mucin type O-glycan biosynthesis - Homo sapiens (human),KEGG,1,GCNT3,32 (32),0.77,1,1,HMDB0000304,1 (16),0.107,1,0.289,1
Autophagy - other - Homo sapiens (human),KEGG,1,ATG16L1,32 (32),0.77,1,1,HMDB0008843#HMDB0009152#HMDB0009150#HMDB0009363#HMDB0009557#HMDB0009556#HMDB0009571#HMDB0008976#HMDB0008974,1 (3),0.107,1,0.289,1
Gamma-glutamyl cycle for the biosynthesis and degradation of glutathione_ including diseases,Wikipathways,1,GGCT,4 (4),0.168,0.962,1,HMDB0000123,6 (12),0.494,1,0.289,1
Melanogenesis - Homo sapiens (human),KEGG,7,FZD1;FZD4;FZD6;CALM3;FZD5;ADCY9;CREB3L3,101 (101),0.168,0.962,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,6 (6),0.494,1,0.29,1
HDR through Homologous Recombination (HRR),Reactome,6,BLM;HUS1;SLX4;ATRIP;EME2;RAD50,68 (68),0.0841,0.736,0,,5 (9),1,1,0.292,1
Chromosomal and microsatellite instability in colorectal cancer,Wikipathways,4,RAC3;CDKN1A;CCND1;GADD45A,73 (73),0.416,1,1,HMDB0001043,2 (2),0.203,1,0.293,1
ErbB signaling pathway,Wikipathways,6,CDKN1A;NRG4;NRG1;ERBB3;CCND1;SRC,92 (92),0.232,1,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,4 (5),0.365,1,0.293,1
Nucleotide GPCRs,Wikipathways,2,ADORA2B;P2RY6,11 (11),0.0846,0.736,0,,2 (2),1,1,0.294,1
Carnitine metabolism,Reactome,2,CHKB;CPT1B,11 (11),0.0846,0.736,0,,9 (13),1,1,0.294,1
Signaling by Leptin,Reactome,2,IRS2;SOCS3,11 (11),0.0846,0.736,0,,2 (2),1,1,0.294,1
The role of GTSE1 in G2/M progression after G2 checkpoint,Reactome,2,CDKN1A;CDK1,11 (11),0.0846,0.736,0,,2 (3),1,1,0.294,1
Pyrimidine salvage,Reactome,2,TYMP;UPP2,11 (11),0.0846,0.736,0,,23 (23),1,1,0.294,1
Interleukin-6 signaling,Reactome,2,IL6ST;SOCS3,11 (11),0.0846,0.736,0,,2 (2),1,1,0.294,1
Parathyroid hormone synthesis_ secretion and action - Homo sapiens (human),KEGG,6,CDKN1A;MMP16;SLC34A2;MAFB;ADCY9;CREB3L3,106 (106),0.34,1,2,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0003550,9 (10),0.25,1,0.295,1
Hepatocellular carcinoma - Homo sapiens (human),KEGG,11,FZD1;CDKN1A;FZD6;GSTA3;NFE2L2;FZD4;GADD45A;CCND1;GSTA1;FZD5;GSTM3,168 (168),0.135,0.892,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,9 (14),0.64,1,0.298,1
C-MYB transcription factor network,PID,7,CDKN1A;ADORA2B;ANPEP;HSPA8;CCND1;PAX5;CD4,85 (85),0.0869,0.74,0,,2 (2),1,1,0.299,1
G2/M Checkpoints,Reactome,9,BLM;HUS1;ORC2;ORC4;MCM6;CDK1;CDC7;ATRIP;RAD50,119 (120),0.0869,0.74,0,,3 (5),1,1,0.299,1
Carbohydrate digestion and absorption - Homo sapiens (human),KEGG,2,CACNA1D;TAS1R3,47 (47),0.63,1,4,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0035312;HMDB0003539;HMDB0001262,19 (27),0.139,1,0.3,1
eicosapentaenoate biosynthesis,HumanCyc,2,FADS1;ACSL3,13 (13),0.113,0.856,1,HMDB0001388,13 (17),0.772,1,0.3,1
2-amino-3-carboxymuconate semialdehyde degradation to glutaryl-CoA,HumanCyc,1,ACMSD,2 (2),0.0878,0.74,0,,12 (12),1,1,0.301,1
spermine biosynthesis,HumanCyc,1,SMS,2 (2),0.0878,0.74,0,,7 (7),1,1,0.301,1
NOSIP mediated eNOS trafficking,Reactome,1,NOSIP,2 (2),0.0878,0.74,0,,4 (4),1,1,0.301,1
Collagen formation,Reactome,7,LOX;CTSL;COL18A1;P3H1;COL27A1;COL11A2;COL8A1,91 (91),0.114,0.856,1,HMDB0033934,13 (16),0.772,1,0.302,1
